cue_stim_type,cue_orientation,cue_position,cue_time,cue_type,stim_position,expected_response,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,exo_trials.thisRepN,exo_trials.thisTrialN,exo_trials.thisN,exo_trials.thisIndex,intro_text.started,intro_text.stopped,intro_resp.keys,intro_resp.rt,intro_resp.started,intro_resp.stopped,key_resp.keys,key_resp.started,key_resp.stopped,endo_right.started,endo_right.stopped,endo_left.started,endo_left.stopped,fixation_cross.started,fixation_cross.stopped,endo_cue.started,endo_cue.stopped,endo_stimulus.started,endo_stimulus.stopped,key_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,exo_right.started,exo_right.stopped,exo_left.started,exo_left.stopped,fixation.started,fixation.stopped,exo_cue.started,exo_cue.stopped,exo_stimulus.started,exo_stimulus.stopped,outro_text.started,outro_text.stopped,participant,date,expName,psychopyVersion,frameRate,
exo,,"(0.4, 0)",0.0021202459600094814,incorrect,"(-0.4, 0)",a,,,,,0,29,29,14,,,,,,,,,,,,,,,,,,,,,a,0.4271757999667898,272.5735546000069,None,270.9920801999979,None,270.9920801999979,None,270.9920801999979,None,272.4760331000434,272.5735546000069,272.5735546000069,272.6792111999821,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.6190691391152903,correct,"(-0.4, 0)",a,,,,,0,30,30,6,,,,,,,,,,,,,,,,,,,,,a,0.3528313999995589,275.21757370000705,None,273.01654520002194,None,273.01654520002194,None,273.01654520002194,None,275.11877910001203,275.21757370000705,275.21757370000705,275.3132656000089,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.24050347507599634,correct,"(-0.4, 0)",a,,,,,0,31,31,4,,,,,,,,,,,,,,,,,,,,,a,0.3755126000614837,277.4097089000279,None,275.59457910002675,None,275.59457910002675,None,275.59457910002675,None,277.312283199979,277.4097089000279,277.4097089000279,277.51441659999546,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.7938944825899228,correct,"(0.4, 0)",l,,,,,0,32,32,22,,,,,,,,,,,,,,,,,,,,,l,0.5526860000099987,280.1863773999503,None,277.81208800000604,None,277.81208800000604,None,277.81208800000604,None,280.0880241000559,280.1863773999503,280.1863773999503,280.28286509995814,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.5921052648072145,incorrect,"(0.4, 0)",l,,,,,0,33,33,34,,,,,,,,,,,,,,,,,,,,,a,0.3737677000463009,282.9304841000121,None,280.7555810000049,None,280.7555810000049,None,280.7555810000049,None,282.8233227999881,282.91876549995504,282.9304841000121,283.03942409995943,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.8593638337304581,incorrect,"(0.4, 0)",l,,,,,0,34,34,39,,,,,,,,,,,,,,,,,,,,,l,0.6932445999700576,285.7666947999969,None,283.3250373000046,None,283.3250373000046,None,283.3250373000046,None,285.6576048999559,285.7543698999798,285.7666947999969,285.87246830004733,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.2836317994317733,incorrect,"(-0.4, 0)",a,,,,,0,35,35,10,,,,,,,,,,,,,,,,,,,,,a,0.39970730000641197,288.34851250005886,None,286.48259479994886,None,286.48259479994886,None,286.48259479994886,None,288.23938299994916,288.336470499984,288.34851250005886,288.45336140005384,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.32297157550068845,incorrect,"(0.4, 0)",l,,,,,0,36,36,32,,,,,,,,,,,,,,,,,,,,,l,0.658122600056231,290.68231159995776,None,288.7729252000572,None,288.7729252000572,None,288.7729252000572,None,290.57258499995805,290.67005680000875,290.68231159995776,290.7908148999559,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(0.4, 0)",0.5423668062603715,incorrect,"(-0.4, 0)",a,,,,,0,37,37,11,,,,,,,,,,,,,,,,,,,,,a,0.40692580002360046,293.48758459999226,None,291.36145189998206,None,291.36145189998206,None,291.36145189998206,None,293.3786327999551,293.47548400005326,293.48758459999226,293.59269219997805,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.49994137550299844,correct,"(-0.4, 0)",a,,,,,0,38,38,8,,,,,,,,,,,,,,,,,,,,,a,0.3984684000024572,295.9846883000573,None,293.91177939996123,None,293.91177939996123,None,293.91177939996123,None,295.888050199952,295.9846883000573,295.9846883000573,296.0900578000583,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
exo,,"(-0.4, 0)",0.9427788862349625,incorrect,"(0.4, 0)",l,,,,,0,39,39,37,,,,,,,,,,,,,,,,,,,,,l,0.6220042000059038,298.9298922000453,None,296.4035047000507,None,296.4035047000507,None,296.4035047000507,None,298.8208085000515,298.91771740000695,298.9298922000453,299.0273333999794,,,005,2021_Dec_01_1436,cueing,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.6611538999714,None,,,,,,
